year,state,agdistrict,county,region,commodity,dataitem,domaincategory,domain,acres,value,cv
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"109,222",7.2
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"7,769",13.1
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"11,481",11.1
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",TENANT,TENURE,,373,28.9
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"19,623",9.1
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - AREA OPERATED, MEASURED IN ACRES / OPERATION",NOT SPECIFIED,TOTAL,,166,14
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, 3 TO 4 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,5,47.8
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, 5 TO 9 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,8,11.9
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, GE 10 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,94,6.4
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE, YEARS ON PRESENT OPERATION, LT 3 YEARS - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,11,27.9
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORANGES,"ORANGES, MID & NAVEL - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,2,5.3
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,58,10.7
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",AREA BEARING & NON-BEARING,,2,7.9
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),AREA BEARING & NON-BEARING,,5,6.2
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),AREA BEARING & NON-BEARING,,12,4.5
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (250 TO 499 ACRES),AREA BEARING & NON-BEARING,,1,9
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),AREA BEARING & NON-BEARING,,35,6.1
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),AREA BEARING & NON-BEARING,,2,6.2
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,113,5.9
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,96,5.7
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,20.3
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEARS,"PEARS, BARTLETT - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,2,22.2
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PERSIMMONS,PERSIMMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,13.2
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PISTACHIOS,PISTACHIOS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,12,9.2
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PLUMS & PRUNES,PLUMS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,8.4
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,8.6
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,10.7
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,NA
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,APRICOTS,APRICOTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,8,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,AVOCADOS,AVOCADOS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,1,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,DATES,DATES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,FIGS,FIGS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,130,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,LEMONS,LEMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OLIVES,OLIVES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,10,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,875,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,317,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"45,525",
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"5,143",
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"5,315",
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",TENANT,TENURE,,292,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"10,750",
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORANGES,"ORANGES, MID & NAVEL - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,7,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORANGES,"ORANGES, VALENCIA - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,3,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,69,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",AREA BEARING & NON-BEARING,,1,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),AREA BEARING & NON-BEARING,,3,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),AREA BEARING & NON-BEARING,,7,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),AREA BEARING & NON-BEARING,,87,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),AREA BEARING & NON-BEARING,,1,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,167,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,138,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEACHES,"PEACHES, CLINGSTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,5,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEACHES,"PEACHES, FREESTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,5,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEARS,"PEARS, (EXCL BARTLETT) - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,2,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEARS,"PEARS, BARTLETT - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,3,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PERSIMMONS,PERSIMMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,6,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PISTACHIOS,PISTACHIOS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,7,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PLUMS & PRUNES,PLUMS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,4,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,5,
2007,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,6,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ALMONDS,ALMONDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,APRICOTS,APRICOTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,45,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OLIVES,OLIVES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,6,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,686,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,215,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"58,180",
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"2,789",
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,,"2,916",
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",TENANT,TENURE,,"1,082",
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"6,787",
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORANGES,"ORANGES, MID & NAVEL - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,26,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,"AREA BEARING & NON-BEARING: (1,000 OR MORE ACRES)",AREA BEARING & NON-BEARING,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (100 TO 249 ACRES),AREA BEARING & NON-BEARING,,3,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (25.0 TO 99.9 ACRES),AREA BEARING & NON-BEARING,,5,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (5.0 TO 24.9 ACRES),AREA BEARING & NON-BEARING,,31,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (500 OR MORE ACRES),AREA BEARING & NON-BEARING,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,66,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,58,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PEARS,PEARS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PERSIMMONS,PERSIMMONS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PISTACHIOS,PISTACHIOS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PLUMS & PRUNES,PLUMS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,PLUMS & PRUNES,PLUMS & PRUNES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,POMEGRANATES,POMEGRANATES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,
2002,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,WALNUTS,"WALNUTS, ENGLISH - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,12,
2012,CALIFORNIA,CENTRAL COAST,ALAMEDA,6001,ORANGES,ORANGES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,2,5.9
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,12.9
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,6,9.7
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,3,11.8
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,, (D),(D)
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,AREA BEARING & NON-BEARING: (0.1 TO 4.9 ACRES),AREA BEARING & NON-BEARING,,1,10.7
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,5.9
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,1,5.7
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,PEACHES,PEACHES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,9.4
2012,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,PEACHES,"PEACHES, CLINGSTONE - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,1,14.4
2007,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,10,
2007,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,3,
2007,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,300,
2002,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, (ALL) - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,24,
2002,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, (ALL), FEMALE - NUMBER OF OPERATORS",NOT SPECIFIED,TOTAL,,12,
2002,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,OPERATORS,"OPERATORS, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,,"12,424",
2002,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",FULL OR PART OWNER,TENURE,, (D),
2002,CALIFORNIA,SIERRA MOUNTAINS,ALPINE,6003,"OPERATORS,PRINCIPAL","OPERATORS, PRINCIPAL, FEMALE - ACRES OPERATED",NOT SPECIFIED,TOTAL,, (D),
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,"OPERATORS,PRINCIPAL",APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,"OPERATORS, PRINCIPAL: (GENDER = FEMALE)","OPERATORS, PRINCIPAL",,1,(D)
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,APPLES,APPLES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,16,12.9
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,APRICOTS,APRICOTS - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,1,19
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,CHERRIES,"CHERRIES, SWEET - OPERATIONS WITH AREA BEARING & NON-BEARING",NOT SPECIFIED,TOTAL,,6,12.7
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,"OPERATORS,PRINCIPAL",GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,"OPERATORS, PRINCIPAL: (GENDER = FEMALE)","OPERATORS, PRINCIPAL",,15,(L)
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,GRAPES,GRAPES - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,133,4.8
2012,CALIFORNIA,SIERRA MOUNTAINS,AMADOR,6005,KIWIFRUIT,KIWIFRUIT - OPERATIONS WITH AREA BEARING & NON-BEARING,NOT SPECIFIED,TOTAL,,3,30.1
